,_id,ref_id,timestamp,business,building,floor,room,sensors_of,ahu,fcu_09,fcu_10
16,62adf471a82e88fb6e06e1c1,1000,2022-06-18 16:51:13.425,Sheffield University,Diamond,third,WR/03,BMS,"[12.6, 316.53]","[21.1, 370]","[25.3, 370]"
17,62adf59da82e88fb6e06e1c2,1000,2022-06-18 16:56:13.467,Sheffield University,Diamond,third,WR/03,BMS,"[24.9, 305.82]","[18.9, 370]","[21.4, 370]"
18,62adf6c9a82e88fb6e06e1c3,1000,2022-06-18 17:01:13.510,Sheffield University,Diamond,third,WR/03,BMS,"[13.2, 321.54]","[16.2, 0]","[15.4, 370]"
19,62adf7f5a82e88fb6e06e1c4,1000,2022-06-18 17:06:13.553,Sheffield University,Diamond,third,WR/03,BMS,"[13.2, 324.91]","[12.4, 0]","[21.0, 370]"
20,62adf921a82e88fb6e06e1c5,1000,2022-06-18 17:11:13.589,Sheffield University,Diamond,third,WR/03,BMS,"[19.7, 300.95]","[14.0, 0]","[25.8, 370]"
21,62adfa4da82e88fb6e06e1c6,1000,2022-06-18 17:16:13.620,Sheffield University,Diamond,third,WR/03,BMS,"[23.4, 307.9]","[23.5, 0]","[13.3, 370]"
22,62adfb79a82e88fb6e06e1c7,1000,2022-06-18 17:21:13.666,Sheffield University,Diamond,third,WR/03,BMS,"[26.8, 323.5]","[21.3, 0]","[22.7, 370]"
23,62adfca5a82e88fb6e06e1c8,1000,2022-06-18 17:26:13.738,Sheffield University,Diamond,third,WR/03,BMS,"[25.1, 302.52]","[16.8, 0]","[27.6, 370]"
24,62adfdd1a82e88fb6e06e1c9,1000,2022-06-18 17:31:13.786,Sheffield University,Diamond,third,WR/03,BMS,"[14.9, 311.13]","[14.7, 0]","[26.2, 370]"
25,62adfefda82e88fb6e06e1ca,1000,2022-06-18 17:36:13.830,Sheffield University,Diamond,third,WR/03,BMS,"[30.5, 296.86]","[14.9, 0]","[19.4, 370]"
26,62ae0029a82e88fb6e06e1cb,1000,2022-06-18 17:41:13.883,Sheffield University,Diamond,third,WR/03,BMS,"[13.6, 324.04]","[18.1, 0]","[25.5, 370]"
27,62ae0155a82e88fb6e06e1cc,1000,2022-06-18 17:46:13.920,Sheffield University,Diamond,third,WR/03,BMS,"[13.2, 294.24]","[21.8, 0]","[27.0, 370]"
28,62ae0281a82e88fb6e06e1cd,1000,2022-06-18 17:51:13.956,Sheffield University,Diamond,third,WR/03,BMS,"[19.5, 307.18]","[19.5, 0]","[21.8, 370]"
29,62ae03ada82e88fb6e06e1ce,1000,2022-06-18 17:56:13.991,Sheffield University,Diamond,third,WR/03,BMS,"[29.3, 323.87]","[27.6, 0]","[29.8, 370]"
30,62ae04daa82e88fb6e06e1cf,1000,2022-06-18 18:01:14.020,Sheffield University,Diamond,third,WR/03,BMS,"[22.8, 303.91]","[30.3, 0]","[17.9, 370]"
31,62ae0606a82e88fb6e06e1d0,1000,2022-06-18 18:06:14.061,Sheffield University,Diamond,third,WR/03,BMS,"[30.1, 303.34]","[24.9, 0]","[12.4, 370]"
32,62ae0732a82e88fb6e06e1d1,1000,2022-06-18 18:11:14.122,Sheffield University,Diamond,third,WR/03,BMS,"[16.6, 324.97]","[14.0, 0]","[24.3, 370]"
33,62ae085ea82e88fb6e06e1d2,1000,2022-06-18 18:16:14.169,Sheffield University,Diamond,third,WR/03,BMS,"[23.8, 296.36]","[23.2, 0]","[21.8, 370]"
34,62ae098aa82e88fb6e06e1d3,1000,2022-06-18 18:21:14.205,Sheffield University,Diamond,third,WR/03,BMS,"[14.8, 313.54]","[21.7, 0]","[16.2, 370]"
35,62ae0ab6a82e88fb6e06e1d4,1000,2022-06-18 18:26:14.236,Sheffield University,Diamond,third,WR/03,BMS,"[17.7, 322.98]","[30.4, 0]","[30.1, 370]"
36,62ae0be2a82e88fb6e06e1d5,1000,2022-06-18 18:31:14.284,Sheffield University,Diamond,third,WR/03,BMS,"[18.6, 318.43]","[23.2, 0]","[25.9, 370]"
37,62ae0d0ea82e88fb6e06e1d6,1000,2022-06-18 18:36:14.328,Sheffield University,Diamond,third,WR/03,BMS,"[15.7, 296.54]","[25.4, 0]","[18.6, 370]"
38,62ae0e3aa82e88fb6e06e1d7,1000,2022-06-18 18:41:14.363,Sheffield University,Diamond,third,WR/03,BMS,"[29.6, 302.34]","[29.5, 0]","[15.6, 370]"
39,62ae0f66a82e88fb6e06e1d8,1000,2022-06-18 18:46:14.400,Sheffield University,Diamond,third,WR/03,BMS,"[29.1, 296.27]","[27.6, 0]","[28.2, 370]"
40,62ae1095a82e88fb6e06e1d9,1000,2022-06-18 18:51:17.527,Sheffield University,Diamond,third,WR/03,BMS,"[25.8, 309.99]","[21.8, 0]","[28.0, 370]"
41,62ae11c1a82e88fb6e06e1da,1000,2022-06-18 18:56:17.572,Sheffield University,Diamond,third,WR/03,BMS,"[16.1, 321.48]","[27.4, 0]","[25.2, 370]"
42,62ae12eda82e88fb6e06e1db,1000,2022-06-18 19:01:17.613,Sheffield University,Diamond,third,WR/03,BMS,"[13.0, 320.96]","[15.3, 0]","[17.7, 370]"
43,62ae13dd124f416d1e35eabf,1000,2022-06-18 19:05:17.964,Sheffield University,Diamond,third,WR/03,BMS,"[28.4, 306.69]","[20.5, 0]","[26.3, 370]"
44,62ae150a124f416d1e35eac0,1000,2022-06-18 19:10:18.543,Sheffield University,Diamond,third,WR/03,BMS,"[24.1, 318.67]","[19.9, 0]","[13.4, 370]"
45,62ae1636124f416d1e35eac1,1000,2022-06-18 19:15:18.583,Sheffield University,Diamond,third,WR/03,BMS,"[24.1, 319.23]","[16.8, 0]","[24.9, 370]"
46,62ae1762124f416d1e35eac2,1000,2022-06-18 19:20:18.627,Sheffield University,Diamond,third,WR/03,BMS,"[27.4, 321.96]","[25.8, 0]","[29.7, 370]"
47,62ae188e124f416d1e35eac3,1000,2022-06-18 19:25:18.668,Sheffield University,Diamond,third,WR/03,BMS,"[30.5, 305.9]","[20.3, 0]","[19.7, 370]"
48,62ae19ba124f416d1e35eac4,1000,2022-06-18 19:30:18.726,Sheffield University,Diamond,third,WR/03,BMS,"[12.1, 322.43]","[24.6, 0]","[12.8, 370]"
49,62ae1ae6124f416d1e35eac5,1000,2022-06-18 19:35:18.765,Sheffield University,Diamond,third,WR/03,BMS,"[18.1, 323.57]","[16.7, 0]","[27.4, 370]"
50,62ae1c12124f416d1e35eac6,1000,2022-06-18 19:40:18.804,Sheffield University,Diamond,third,WR/03,BMS,"[26.1, 296.92]","[20.8, 0]","[16.3, 370]"
51,62ae1d3e124f416d1e35eac7,1000,2022-06-18 19:45:18.852,Sheffield University,Diamond,third,WR/03,BMS,"[12.8, 299.08]","[25.4, 0]","[22.9, 370]"
52,62ae1e6a124f416d1e35eac8,1000,2022-06-18 19:50:18.895,Sheffield University,Diamond,third,WR/03,BMS,"[22.2, 303.55]","[27.1, 0]","[18.8, 370]"
53,62ae1f96124f416d1e35eac9,1000,2022-06-18 19:55:18.939,Sheffield University,Diamond,third,WR/03,BMS,"[29.1, 316.35]","[30.7, 0]","[19.4, 370]"
54,62ae20c2124f416d1e35eaca,1000,2022-06-18 20:00:18.983,Sheffield University,Diamond,third,WR/03,BMS,"[20.7, 307.77]","[29.2, 0]","[18.7, 370]"
55,62ae21ef124f416d1e35eacb,1000,2022-06-18 20:05:19.028,Sheffield University,Diamond,third,WR/03,BMS,"[26.9, 301.9]","[16.0, 0]","[12.3, 370]"
56,62ae231b124f416d1e35eacc,1000,2022-06-18 20:10:19.071,Sheffield University,Diamond,third,WR/03,BMS,"[21.1, 304.96]","[24.4, 0]","[22.1, 370]"
57,62ae2447124f416d1e35eacd,1000,2022-06-18 20:15:19.121,Sheffield University,Diamond,third,WR/03,BMS,"[19.8, 306.16]","[16.0, 0]","[14.3, 370]"
58,62ae2573124f416d1e35eace,1000,2022-06-18 20:20:19.162,Sheffield University,Diamond,third,WR/03,BMS,"[23.7, 306.41]","[22.9, 0]","[26.5, 370]"
59,62ae269f124f416d1e35eacf,1000,2022-06-18 20:25:19.215,Sheffield University,Diamond,third,WR/03,BMS,"[23.8, 311.47]","[15.3, 0]","[20.5, 370]"
60,62ae27cb124f416d1e35ead0,1000,2022-06-18 20:30:19.250,Sheffield University,Diamond,third,WR/03,BMS,"[29.4, 306.05]","[12.5, 0]","[16.2, 370]"
61,62ae28abe79fab37d5a604d7,1000,2022-06-18 20:34:03.017,Sheffield University,Diamond,third,WR/03,BMS,"[26.4, 312.2]","[12.3, 0]","[13.9, 370]"
62,62ae28f7124f416d1e35ead1,1000,2022-06-18 20:35:19.299,Sheffield University,Diamond,third,WR/03,BMS,"[23.2, 324.71]","[13.1, 0]","[12.1, 370]"
63,62ae2a23124f416d1e35ead2,1000,2022-06-18 20:40:19.349,Sheffield University,Diamond,third,WR/03,BMS,"[22.3, 297.42]","[14.3, 0]","[13.2, 370]"
64,62ae2b4f124f416d1e35ead3,1000,2022-06-18 20:45:19.391,Sheffield University,Diamond,third,WR/03,BMS,"[28.1, 322.94]","[25.4, 0]","[12.8, 370]"
65,62ae2c7b124f416d1e35ead4,1000,2022-06-18 20:50:19.434,Sheffield University,Diamond,third,WR/03,BMS,"[30.2, 315.66]","[12.3, 0]","[17.4, 370]"
66,62ae2da7124f416d1e35ead5,1000,2022-06-18 20:55:19.475,Sheffield University,Diamond,third,WR/03,BMS,"[21.8, 301.66]","[20.8, 0]","[12.5, 370]"
67,62ae2ed3124f416d1e35ead6,1000,2022-06-18 21:00:19.515,Sheffield University,Diamond,third,WR/03,BMS,"[28.3, 316.61]","[19.1, 0]","[25.3, 370]"
68,62ae2fff124f416d1e35ead7,1000,2022-06-18 21:05:19.576,Sheffield University,Diamond,third,WR/03,BMS,"[21.0, 322.36]","[29.1, 0]","[26.6, 370]"
69,62ae312b124f416d1e35ead8,1000,2022-06-18 21:10:19.621,Sheffield University,Diamond,third,WR/03,BMS,"[20.3, 321.73]","[23.2, 0]","[30.6, 370]"
70,62ae3257124f416d1e35ead9,1000,2022-06-18 21:15:19.658,Sheffield University,Diamond,third,WR/03,BMS,"[14.0, 307.49]","[27.2, 0]","[16.1, 370]"
71,62ae3383124f416d1e35eada,1000,2022-06-18 21:20:19.699,Sheffield University,Diamond,third,WR/03,BMS,"[20.5, 313.62]","[28.6, 0]","[26.1, 370]"
72,62ae34af124f416d1e35eadb,1000,2022-06-18 21:25:19.739,Sheffield University,Diamond,third,WR/03,BMS,"[13.6, 301.5]","[12.3, 0]","[16.6, 370]"
73,62ae35db124f416d1e35eadc,1000,2022-06-18 21:30:19.788,Sheffield University,Diamond,third,WR/03,BMS,"[25.5, 310.43]","[12.4, 0]","[29.5, 370]"
74,62ae3707124f416d1e35eadd,1000,2022-06-18 21:35:19.840,Sheffield University,Diamond,third,WR/03,BMS,"[25.2, 319.0]","[28.6, 0]","[19.4, 370]"
75,62ae3833124f416d1e35eade,1000,2022-06-18 21:40:19.879,Sheffield University,Diamond,third,WR/03,BMS,"[28.1, 316.91]","[29.3, 0]","[30.8, 370]"
76,62ae395f124f416d1e35eadf,1000,2022-06-18 21:45:19.920,Sheffield University,Diamond,third,WR/03,BMS,"[29.0, 301.88]","[19.1, 0]","[13.9, 370]"
77,62ae3a8b124f416d1e35eae0,1000,2022-06-18 21:50:19.958,Sheffield University,Diamond,third,WR/03,BMS,"[23.8, 303.53]","[29.8, 0]","[21.9, 370]"
78,62ae3bb8124f416d1e35eae1,1000,2022-06-18 21:55:20.006,Sheffield University,Diamond,third,WR/03,BMS,"[30.4, 322.25]","[27.2, 0]","[22.6, 370]"
79,62ae3ce4124f416d1e35eae2,1000,2022-06-18 22:00:20.050,Sheffield University,Diamond,third,WR/03,BMS,"[25.1, 312.59]","[17.6, 0]","[12.8, 370]"
80,62ae3e10124f416d1e35eae3,1000,2022-06-18 22:05:20.092,Sheffield University,Diamond,third,WR/03,BMS,"[14.2, 314.33]","[13.5, 0]","[19.3, 370]"
81,62ae3f3c124f416d1e35eae4,1000,2022-06-18 22:10:20.130,Sheffield University,Diamond,third,WR/03,BMS,"[25.4, 322.2]","[14.7, 0]","[20.8, 370]"
82,62ae4068124f416d1e35eae5,1000,2022-06-18 22:15:20.163,Sheffield University,Diamond,third,WR/03,BMS,"[21.8, 311.05]","[24.0, 0]","[26.6, 370]"
83,62ae4194124f416d1e35eae6,1000,2022-06-18 22:20:20.212,Sheffield University,Diamond,third,WR/03,BMS,"[23.0, 314.78]","[29.4, 0]","[30.3, 370]"
84,62ae42c0124f416d1e35eae7,1000,2022-06-18 22:25:20.249,Sheffield University,Diamond,third,WR/03,BMS,"[13.4, 324.43]","[14.7, 0]","[14.5, 370]"
85,62ae43ec124f416d1e35eae8,1000,2022-06-18 22:30:20.290,Sheffield University,Diamond,third,WR/03,BMS,"[19.2, 318.58]","[15.1, 0]","[29.9, 370]"
86,62ae4518124f416d1e35eae9,1000,2022-06-18 22:35:20.335,Sheffield University,Diamond,third,WR/03,BMS,"[22.7, 296.75]","[28.9, 0]","[25.5, 370]"
87,62ae4644124f416d1e35eaea,1000,2022-06-18 22:40:20.383,Sheffield University,Diamond,third,WR/03,BMS,"[14.1, 324.72]","[22.0, 0]","[15.2, 370]"
88,62ae4770124f416d1e35eaeb,1000,2022-06-18 22:45:20.427,Sheffield University,Diamond,third,WR/03,BMS,"[28.9, 315.72]","[13.1, 0]","[17.4, 370]"
89,62ae489c124f416d1e35eaec,1000,2022-06-18 22:50:20.472,Sheffield University,Diamond,third,WR/03,BMS,"[24.1, 323.9]","[20.1, 0]","[15.0, 370]"
90,62ae49c8124f416d1e35eaed,1000,2022-06-18 22:55:20.507,Sheffield University,Diamond,third,WR/03,BMS,"[13.3, 301.34]","[25.3, 0]","[18.1, 370]"
91,62ae4af4124f416d1e35eaee,1000,2022-06-18 23:00:20.558,Sheffield University,Diamond,third,WR/03,BMS,"[27.2, 299.28]","[14.4, 0]","[22.3, 370]"
92,62ae4c20124f416d1e35eaef,1000,2022-06-18 23:05:20.606,Sheffield University,Diamond,third,WR/03,BMS,"[16.0, 311.9]","[28.1, 0]","[12.0, 370]"
93,62ae4d4c124f416d1e35eaf0,1000,2022-06-18 23:10:20.647,Sheffield University,Diamond,third,WR/03,BMS,"[18.4, 312.58]","[26.0, 0]","[15.9, 370]"
94,62ae4e78124f416d1e35eaf1,1000,2022-06-18 23:15:20.683,Sheffield University,Diamond,third,WR/03,BMS,"[19.8, 309.97]","[17.1, 0]","[18.6, 370]"
95,62ae4fa4124f416d1e35eaf2,1000,2022-06-18 23:20:20.726,Sheffield University,Diamond,third,WR/03,BMS,"[24.9, 321.45]","[19.4, 0]","[20.5, 370]"
96,62ae50d0124f416d1e35eaf3,1000,2022-06-18 23:25:20.770,Sheffield University,Diamond,third,WR/03,BMS,"[22.5, 307.31]","[27.7, 0]","[26.6, 370]"
97,62ae51fc124f416d1e35eaf4,1000,2022-06-18 23:30:20.828,Sheffield University,Diamond,third,WR/03,BMS,"[27.0, 310.0]","[29.4, 0]","[30.1, 370]"
98,62ae5328124f416d1e35eaf5,1000,2022-06-18 23:35:20.879,Sheffield University,Diamond,third,WR/03,BMS,"[25.7, 300.15]","[27.3, 0]","[23.2, 370]"
99,62ae5454124f416d1e35eaf6,1000,2022-06-18 23:40:20.926,Sheffield University,Diamond,third,WR/03,BMS,"[16.4, 315.78]","[16.5, 0]","[21.4, 370]"
100,62ae5580124f416d1e35eaf7,1000,2022-06-18 23:45:20.972,Sheffield University,Diamond,third,WR/03,BMS,"[15.5, 297.32]","[23.5, 0]","[19.1, 370]"
101,62ae56ad124f416d1e35eaf8,1000,2022-06-18 23:50:21.008,Sheffield University,Diamond,third,WR/03,BMS,"[24.7, 308.09]","[17.2, 0]","[26.0, 370]"
102,62ae57d9124f416d1e35eaf9,1000,2022-06-18 23:55:21.065,Sheffield University,Diamond,third,WR/03,BMS,"[12.8, 305.39]","[20.1, 0]","[27.3, 370]"
103,62ae5905124f416d1e35eafa,1000,2022-06-19 00:00:21.113,Sheffield University,Diamond,third,WR/03,BMS,"[29.6, 313.25]","[15.6, 0]","[26.5, 370]"
104,62ae5a31124f416d1e35eafb,1000,2022-06-19 00:05:21.161,Sheffield University,Diamond,third,WR/03,BMS,"[16.8, 307.85]","[14.0, 0]","[22.4, 370]"
105,62ae5b5d124f416d1e35eafc,1000,2022-06-19 00:10:21.204,Sheffield University,Diamond,third,WR/03,BMS,"[22.8, 312.25]","[18.7, 0]","[15.5, 370]"
106,62ae5c89124f416d1e35eafd,1000,2022-06-19 00:15:21.241,Sheffield University,Diamond,third,WR/03,BMS,"[16.2, 312.46]","[27.6, 0]","[18.6, 370]"
107,62ae5db5124f416d1e35eafe,1000,2022-06-19 00:20:21.291,Sheffield University,Diamond,third,WR/03,BMS,"[24.5, 322.27]","[13.7, 0]","[30.0, 370]"
108,62ae5ee1124f416d1e35eaff,1000,2022-06-19 00:25:21.332,Sheffield University,Diamond,third,WR/03,BMS,"[23.1, 298.15]","[24.8, 0]","[15.3, 370]"
109,62ae600d124f416d1e35eb00,1000,2022-06-19 00:30:21.370,Sheffield University,Diamond,third,WR/03,BMS,"[17.9, 317.39]","[29.9, 0]","[19.2, 370]"
110,62ae6139124f416d1e35eb01,1000,2022-06-19 00:35:21.414,Sheffield University,Diamond,third,WR/03,BMS,"[21.7, 297.39]","[29.4, 0]","[23.8, 370]"
111,62ae6265124f416d1e35eb02,1000,2022-06-19 00:40:21.462,Sheffield University,Diamond,third,WR/03,BMS,"[25.2, 320.93]","[15.7, 0]","[17.3, 370]"
112,62ae6391124f416d1e35eb03,1000,2022-06-19 00:45:21.512,Sheffield University,Diamond,third,WR/03,BMS,"[22.5, 300.0]","[14.1, 0]","[27.4, 370]"
113,62ae64bd124f416d1e35eb04,1000,2022-06-19 00:50:21.550,Sheffield University,Diamond,third,WR/03,BMS,"[16.0, 308.96]","[30.9, 0]","[23.1, 370]"
114,62ae65e9124f416d1e35eb05,1000,2022-06-19 00:55:21.590,Sheffield University,Diamond,third,WR/03,BMS,"[18.1, 317.78]","[21.5, 0]","[20.6, 370]"
115,62ae6715124f416d1e35eb06,1000,2022-06-19 01:00:21.633,Sheffield University,Diamond,third,WR/03,BMS,"[12.7, 308.31]","[24.7, 0]","[29.3, 370]"
116,62ae6841124f416d1e35eb07,1000,2022-06-19 01:05:21.678,Sheffield University,Diamond,third,WR/03,BMS,"[29.5, 317.8]","[15.6, 0]","[12.5, 370]"
117,62ae696d124f416d1e35eb08,1000,2022-06-19 01:10:21.731,Sheffield University,Diamond,third,WR/03,BMS,"[13.1, 301.02]","[12.7, 0]","[24.5, 370]"
118,62ae6a99124f416d1e35eb09,1000,2022-06-19 01:15:21.772,Sheffield University,Diamond,third,WR/03,BMS,"[23.5, 316.3]","[30.5, 0]","[29.0, 370]"
119,62ae6bc5124f416d1e35eb0a,1000,2022-06-19 01:20:21.823,Sheffield University,Diamond,third,WR/03,BMS,"[20.6, 323.73]","[27.6, 0]","[14.5, 370]"
120,62ae6cf1124f416d1e35eb0b,1000,2022-06-19 01:25:21.873,Sheffield University,Diamond,third,WR/03,BMS,"[30.9, 315.84]","[14.8, 0]","[19.0, 370]"
121,62ae6e1d124f416d1e35eb0c,1000,2022-06-19 01:30:21.924,Sheffield University,Diamond,third,WR/03,BMS,"[22.3, 323.12]","[15.5, 0]","[28.7, 370]"
122,62ae6f49124f416d1e35eb0d,1000,2022-06-19 01:35:21.967,Sheffield University,Diamond,third,WR/03,BMS,"[29.6, 306.18]","[27.0, 0]","[24.5, 370]"
123,62ae7076124f416d1e35eb0e,1000,2022-06-19 01:40:22.011,Sheffield University,Diamond,third,WR/03,BMS,"[20.9, 297.18]","[21.7, 0]","[27.6, 370]"
124,62ae71a2124f416d1e35eb0f,1000,2022-06-19 01:45:22.054,Sheffield University,Diamond,third,WR/03,BMS,"[25.9, 305.12]","[13.5, 0]","[14.6, 370]"
125,62ae72ce124f416d1e35eb10,1000,2022-06-19 01:50:22.100,Sheffield University,Diamond,third,WR/03,BMS,"[15.7, 295.31]","[24.4, 0]","[13.4, 370]"
126,62ae73fa124f416d1e35eb11,1000,2022-06-19 01:55:22.148,Sheffield University,Diamond,third,WR/03,BMS,"[20.5, 313.49]","[30.2, 0]","[19.1, 370]"
127,62ae7526124f416d1e35eb12,1000,2022-06-19 02:00:22.188,Sheffield University,Diamond,third,WR/03,BMS,"[28.7, 304.45]","[29.9, 0]","[12.4, 370]"
128,62ae7652124f416d1e35eb13,1000,2022-06-19 02:05:22.229,Sheffield University,Diamond,third,WR/03,BMS,"[14.6, 298.56]","[28.3, 0]","[15.2, 370]"
129,62ae777e124f416d1e35eb14,1000,2022-06-19 02:10:22.266,Sheffield University,Diamond,third,WR/03,BMS,"[13.1, 321.05]","[24.1, 0]","[15.0, 370]"
130,62ae78aa124f416d1e35eb15,1000,2022-06-19 02:15:22.302,Sheffield University,Diamond,third,WR/03,BMS,"[21.1, 310.11]","[29.2, 0]","[23.9, 370]"
131,62ae79d6124f416d1e35eb16,1000,2022-06-19 02:20:22.348,Sheffield University,Diamond,third,WR/03,BMS,"[12.3, 307.05]","[28.7, 0]","[29.3, 370]"
132,62ae7b02124f416d1e35eb17,1000,2022-06-19 02:25:22.397,Sheffield University,Diamond,third,WR/03,BMS,"[30.1, 296.34]","[20.1, 0]","[30.2, 370]"
133,62ae7c2e124f416d1e35eb18,1000,2022-06-19 02:30:22.434,Sheffield University,Diamond,third,WR/03,BMS,"[16.7, 315.2]","[12.2, 0]","[29.5, 370]"
134,62ae7d5a124f416d1e35eb19,1000,2022-06-19 02:35:22.473,Sheffield University,Diamond,third,WR/03,BMS,"[15.3, 300.64]","[14.2, 0]","[26.3, 370]"
135,62ae7e86124f416d1e35eb1a,1000,2022-06-19 02:40:22.516,Sheffield University,Diamond,third,WR/03,BMS,"[29.5, 323.99]","[24.2, 0]","[25.5, 370]"
136,62ae7fb2124f416d1e35eb1b,1000,2022-06-19 02:45:22.559,Sheffield University,Diamond,third,WR/03,BMS,"[17.0, 320.62]","[30.0, 0]","[24.3, 370]"
137,62ae80de124f416d1e35eb1c,1000,2022-06-19 02:50:22.596,Sheffield University,Diamond,third,WR/03,BMS,"[19.4, 312.4]","[25.0, 0]","[23.3, 370]"
138,62ae820a124f416d1e35eb1d,1000,2022-06-19 02:55:22.632,Sheffield University,Diamond,third,WR/03,BMS,"[24.8, 294.45]","[16.8, 0]","[19.3, 370]"
139,62ae8336124f416d1e35eb1e,1000,2022-06-19 03:00:22.679,Sheffield University,Diamond,third,WR/03,BMS,"[29.4, 318.23]","[12.6, 0]","[19.4, 370]"
140,62ae8462124f416d1e35eb1f,1000,2022-06-19 03:05:22.717,Sheffield University,Diamond,third,WR/03,BMS,"[26.3, 314.66]","[29.1, 0]","[23.1, 370]"
141,62ae858e124f416d1e35eb20,1000,2022-06-19 03:10:22.766,Sheffield University,Diamond,third,WR/03,BMS,"[18.1, 316.32]","[13.3, 0]","[18.2, 370]"
142,62ae86ba124f416d1e35eb21,1000,2022-06-19 03:15:22.803,Sheffield University,Diamond,third,WR/03,BMS,"[23.0, 314.57]","[13.8, 0]","[13.8, 370]"
143,62ae87e6124f416d1e35eb22,1000,2022-06-19 03:20:22.855,Sheffield University,Diamond,third,WR/03,BMS,"[21.9, 304.46]","[12.1, 0]","[28.7, 370]"
144,62ae8912124f416d1e35eb23,1000,2022-06-19 03:25:22.906,Sheffield University,Diamond,third,WR/03,BMS,"[14.9, 308.68]","[27.7, 0]","[28.1, 370]"
145,62ae8a3e124f416d1e35eb24,1000,2022-06-19 03:30:22.943,Sheffield University,Diamond,third,WR/03,BMS,"[27.5, 321.93]","[18.3, 0]","[12.9, 370]"
146,62ae8b6a124f416d1e35eb25,1000,2022-06-19 03:35:22.988,Sheffield University,Diamond,third,WR/03,BMS,"[23.5, 308.8]","[18.5, 0]","[16.0, 370]"
147,62ae8c97124f416d1e35eb26,1000,2022-06-19 03:40:23.033,Sheffield University,Diamond,third,WR/03,BMS,"[18.8, 308.83]","[14.0, 0]","[27.3, 370]"
148,62ae8dc3124f416d1e35eb27,1000,2022-06-19 03:45:23.078,Sheffield University,Diamond,third,WR/03,BMS,"[19.4, 298.92]","[22.5, 0]","[29.7, 370]"
149,62ae8eef124f416d1e35eb28,1000,2022-06-19 03:50:23.123,Sheffield University,Diamond,third,WR/03,BMS,"[14.3, 316.76]","[22.1, 0]","[12.6, 370]"
150,62ae901b124f416d1e35eb29,1000,2022-06-19 03:55:23.158,Sheffield University,Diamond,third,WR/03,BMS,"[19.1, 297.99]","[16.1, 0]","[23.9, 370]"
